rank,gloss,train_token_count,train_sample_count,dev_token_count,test_token_count,all_token_count,cumulative_train_token_coverage
273,先,96,93,3,4,103,0.6722631885965569
274,分钟,96,84,9,10,115,0.6729811388485872
275,期,95,95,3,5,103,0.6736916104521591
276,山,95,92,7,9,111,0.6744020820557309
277,礼物,95,92,2,3,100,0.6751125536593027
278,越,95,91,11,11,117,0.6758230252628745
279,完成,94,91,8,9,111,0.6765260182179876
280,过去,94,88,3,3,100,0.6772290111731007
281,赚,94,82,4,4,102,0.677932004128214
282,商店,93,93,2,4,99,0.6786275184348685
283,电视,93,90,2,4,99,0.679323032741523
284,付,93,76,7,7,107,0.6800185470481774
285,出租车,92,92,4,5,101,0.6807065827063733
286,定,92,92,7,8,107,0.6813946183645692
287,猫,92,92,3,3,98,0.682082654022765
288,水果,90,90,7,7,104,0.6827557323840435
289,跑步,90,88,4,4,98,0.6834288107453221
290,饱,90,87,3,2,95,0.6841018891066006
291,提高,90,84,8,4,102,0.6847749674678792
292,表格,90,84,6,7,103,0.6854480458291577
293,国家,90,83,6,8,104,0.6861211241904362
294,月,90,79,3,3,96,0.6867942025517149
295,榜样,90,78,5,4,99,0.6874672809129934
296,花,90,69,13,12,115,0.688140359274272
297,小时,89,89,4,4,97,0.6888059589870918
298,法律,89,89,2,1,92,0.6894715586999117
299,爷爷,89,89,10,7,106,0.6901371584127316
300,发,89,86,3,3,95,0.6908027581255516
