rank,gloss,train_token_count,train_sample_count,dev_token_count,test_token_count,all_token_count,cumulative_train_token_coverage
273,先,96,93,3,4,103,0.6722631885965569
274,分钟,96,84,9,10,115,0.6729811388485872
275,期,95,95,3,5,103,0.6736916104521591
276,山,95,92,7,9,111,0.6744020820557309
277,礼物,95,92,2,3,100,0.6751125536593027
278,越,95,91,11,11,117,0.6758230252628745
279,完成,94,91,8,9,111,0.6765260182179876
280,过去,94,88,3,3,100,0.6772290111731007
281,赚,94,82,4,4,102,0.677932004128214
282,商店,93,93,2,4,99,0.6786275184348685
283,电视,93,90,2,4,99,0.679323032741523
284,付,93,76,7,7,107,0.6800185470481774
285,出租车,92,92,4,5,101,0.6807065827063733
286,定,92,92,7,8,107,0.6813946183645692
287,猫,92,92,3,3,98,0.682082654022765
288,水果,90,90,7,7,104,0.6827557323840435
289,跑步,90,88,4,4,98,0.6834288107453221
290,饱,90,87,3,2,95,0.6841018891066006
291,提高,90,84,8,4,102,0.6847749674678792
292,表格,90,84,6,7,103,0.6854480458291577
293,国家,90,83,6,8,104,0.6861211241904362
294,月,90,79,3,3,96,0.6867942025517149
295,榜样,90,78,5,4,99,0.6874672809129934
296,花,90,69,13,12,115,0.688140359274272
297,小时,89,89,4,4,97,0.6888059589870918
298,法律,89,89,2,1,92,0.6894715586999117
299,爷爷,89,89,10,7,106,0.6901371584127316
300,发,89,86,3,3,95,0.6908027581255516
301,近,89,81,4,6,99,0.6914683578383715
302,6,88,85,3,3,94,0.6921264789027327
303,强,87,87,7,8,102,0.6927771213186353
304,品,87,84,9,8,104,0.6934277637345378
305,倒霉,87,81,7,7,101,0.6940784061504405
306,周,87,81,1,1,89,0.6947290485663431
307,查询,87,81,7,5,99,0.6953796909822457
308,告诉,87,75,4,5,96,0.6960303333981482
309,冬天,87,72,9,10,106,0.6966809758140509
310,快递,87,60,5,4,96,0.6973316182299535
311,只,86,86,2,5,93,0.6979747819973974
312,否认,86,84,9,7,102,0.6986179457648414
313,几,86,80,5,4,95,0.6992611095322854
314,最后,85,85,3,5,93,0.6998967946512706
315,广告,85,82,6,5,96,0.7005324797702559
316,不管,84,84,4,2,90,0.7011606862407825
317,肯定,84,84,10,9,103,0.7017888927113092
318,高铁,84,81,2,3,89,0.7024170991818358
319,交流,84,78,8,16,108,0.7030453056523625
320,出,84,78,4,6,94,0.7036735121228892
321,爱护,84,72,7,5,96,0.7043017185934158
322,牛奶,83,83,3,3,89,0.7049224464154837
323,警察,83,83,1,1,85,0.7055431742375518
324,根据,83,79,8,4,95,0.7061639020596198
325,不够,83,74,5,10,98,0.7067846298816878
326,百,83,74,9,9,101,0.7074053577037558
327,模仿,83,55,11,22,116,0.7080260855258238
328,客,82,82,10,11,103,0.7086393346994331
329,迟到,82,80,3,4,89,0.7092525838730425
330,会议,82,79,7,10,99,0.7098658330466519
331,生,82,79,6,3,91,0.7104790822202611
332,生日,82,79,9,9,100,0.7110923313938705
333,熟悉,82,77,3,2,87,0.7117055805674798
334,部分,82,74,6,4,92,0.7123188297410892
335,年轻,81,81,2,4,87,0.7129246002662399
336,样子,81,81,4,2,87,0.7135303707913906
337,穿,81,81,10,11,102,0.7141361413165412
338,身份证,81,81,2,3,86,0.714741911841692
339,颜色,81,81,2,4,87,0.7153476823668427
340,了解,81,79,2,5,88,0.7159534528919934
341,茶叶,81,73,3,5,89,0.7165592234171441
342,租,81,72,10,10,101,0.7171649939422947
343,累,80,77,6,5,91,0.7177632858189867
344,自然,80,77,5,4,89,0.7183615776956789
345,宾馆,79,79,4,2,85,0.7189523909239123
346,收,79,79,4,5,88,0.7195432041521457
347,除了,79,76,3,6,88,0.720134017380379
348,红包,79,71,5,6,90,0.7207248306086124
349,后悔,78,78,4,5,87,0.7213081651883871
350,妹妹,78,78,3,3,84,0.7218914997681619
351,封面,78,78,7,8,93,0.7224748343479367
352,过敏,78,69,4,2,84,0.7230581689277114
353,不同,78,67,7,10,95,0.7236415035074861
354,工,78,66,4,2,84,0.7242248380872609
355,预防,78,63,3,5,86,0.7248081726670356
356,不知道,77,77,1,2,80,0.7253840285983517
357,清楚,77,77,3,6,86,0.7259598845296678
358,差不多,77,74,6,7,90,0.7265357404609839
359,痛,77,62,2,4,83,0.7271115963922999
360,咖啡,76,76,4,4,84,0.7276799736751575
361,微信,76,76,3,3,82,0.7282483509580149
362,节省,76,64,5,7,88,0.7288167282408723
363,名字,75,75,3,3,81,0.7293776268752711
364,白,75,75,3,3,81,0.7299385255096699
365,舒服,75,75,3,4,82,0.7304994241440687
366,排队,75,72,2,4,81,0.7310603227784674
367,危险,75,68,4,5,84,0.7316212214128662
368,劳动,75,65,5,6,86,0.732182120047265
369,拒绝,74,74,7,5,86,0.7327355400332052
370,参加,73,73,4,5,82,0.7332814813706867
371,急诊,73,73,2,1,76,0.7338274227081681
372,通过,73,73,6,6,85,0.7343733640456497
373,服务,73,71,4,6,83,0.7349193053831311
374,休息,73,70,3,6,82,0.7354652467206126
375,代表,73,67,2,1,76,0.7360111880580942
376,卖,73,49,1,2,76,0.7365571293955756
377,店,72,72,3,4,79,0.7370955920845985
378,堵车,72,69,4,5,81,0.7376340547736213
379,欺负,72,66,1,2,75,0.7381725174626441
380,7,71,71,2,4,77,0.7387035015032083
381,公交车,71,71,6,5,82,0.7392344855437726
382,总结,71,71,1,2,74,0.7397654695843368
383,祝福,71,68,3,3,77,0.7402964536249009
384,贴,71,57,3,3,77,0.7408274376654651
385,弟弟,70,70,3,2,75,0.7413509430575707
386,打算,70,70,3,3,76,0.7418744484496762
387,系统,70,70,6,9,85,0.7423979538417818
388,观众,70,70,3,3,76,0.7429214592338873
389,方式,70,67,4,5,79,0.7434449646259927
390,重复,70,58,16,15,101,0.7439684700180983
391,张,69,69,3,3,75,0.7444844967617452
392,裙子,69,69,3,4,76,0.7450005235053921
393,报名,69,66,2,2,73,0.745516550249039
394,精神,69,66,2,4,75,0.7460325769926859
395,算,69,63,6,3,78,0.7465486037363328
396,嘲笑,69,62,7,8,84,0.7470646304799796
397,急,69,60,3,2,74,0.7475806572236265
398,音乐,69,60,1,1,71,0.7480966839672735
399,传染,68,65,7,6,81,0.7486052320624617
400,力量,68,65,3,5,76,0.74911378015765
401,艾滋,68,62,3,3,74,0.7496223282528381
402,核磁共振,67,67,9,10,86,0.7501233976995677
403,桌子,67,67,5,4,76,0.7506244671462973
404,害羞,67,65,6,8,81,0.7511255365930269
405,感动,66,66,2,4,72,0.7516191273912979
406,故障,66,66,4,4,74,0.7521127181895688
407,死,66,66,5,4,75,0.7526063089878398
408,惊吓,66,60,3,3,72,0.7530998997861107
409,斑马线,66,57,3,3,72,0.7535934905843816
410,指,66,54,6,5,77,0.7540870813826526
411,离婚,65,65,3,3,71,0.7545731935324648
412,科学,65,65,4,3,72,0.7550593056822771
413,过,65,65,3,3,71,0.7555454178320894
414,承认,65,61,2,2,69,0.7560315299819017
415,保险,65,60,3,3,71,0.7565176421317139
416,沟通,65,59,4,5,74,0.7570037542815262
417,随便,65,57,2,4,71,0.7574898664313385
418,代替,65,56,5,4,74,0.7579759785811508
419,从,64,64,4,7,75,0.7584546120825044
420,奇怪,64,64,3,3,70,0.7589332455838581
421,怀疑,64,64,2,4,70,0.7594118790852117
422,明,64,64,2,4,70,0.7598905125865654
423,希望,64,61,2,3,69,0.760369146087919
424,班长,64,61,4,3,71,0.7608477795892726
425,搬,64,55,3,2,69,0.7613264130906262
426,哭,64,47,10,12,86,0.7618050465919799
427,为什么,63,63,8,10,81,0.7622762014448748
428,儿子,63,63,8,8,79,0.7627473562977699
429,差点,63,63,5,4,72,0.7632185111506649
430,合作,63,60,2,4,69,0.7636896660035598
431,团,63,60,1,2,66,0.7641608208564549
432,流行,63,60,2,4,69,0.7646319757093498
433,爬,63,58,4,4,71,0.7651031305622448
434,估计,63,54,1,2,66,0.7655742854151397
435,试,63,52,6,8,77,0.7660454402680348
436,冷,62,62,3,3,68,0.7665091164724711
437,降,62,58,3,4,69,0.7669727926769074
438,讨论,62,53,1,1,64,0.7674364688813438
439,原来,61,61,4,5,70,0.7678926664373215
440,平时,61,61,2,3,66,0.7683488639932992
441,愿意,61,61,3,2,66,0.7688050615492769
442,理解,61,61,3,5,69,0.7692612591052544
443,班级,61,55,4,5,70,0.7697174566612321
444,队,61,55,4,5,70,0.7701736542172098
445,下午,60,60,5,4,69,0.7706223731247289
446,作弊,60,60,6,3,69,0.7710710920322479
447,刺激,60,60,4,5,69,0.771519810939767
448,奶奶,60,60,2,4,66,0.771968529847286
449,抱怨,60,60,3,3,66,0.772417248754805
450,抵挡,60,60,3,3,66,0.7728659676623241
451,特别,60,60,2,4,66,0.7733146865698431
452,请假,60,58,3,3,66,0.7737634054773621
453,卡,60,57,9,14,83,0.7742121243848812
454,懂,60,57,2,4,66,0.7746608432924001
455,来往,60,57,6,5,71,0.7751095621999192
456,货,60,57,3,2,65,0.7755582811074383
457,办理,60,54,4,5,69,0.7760070000149573
458,蓝牙,60,54,3,6,69,0.7764557189224763
459,涨,60,53,2,4,66,0.7769044378299954
460,严重,59,59,2,1,62,0.7773456780890557
461,惭愧,59,59,3,3,65,0.7777869183481161
462,次,59,59,7,4,70,0.7782281586071765
463,过节,59,59,3,3,65,0.7786693988662369
464,声音,59,56,5,6,70,0.7791106391252973
465,导航,59,56,2,4,65,0.7795518793843577
466,方向,59,56,6,3,68,0.779993119643418
467,环境,59,56,3,6,68,0.7804343599024784
468,生气,59,56,3,3,65,0.7808756001615388
469,苹果,59,56,1,2,62,0.7813168404205992
470,成绩,59,54,5,6,70,0.7817580806796596
471,变化,59,53,5,6,70,0.7821993209387199
472,宣传,59,53,2,2,63,0.7826405611977804
473,就,59,53,1,1,61,0.7830818014568407
474,钥匙,59,50,4,5,68,0.7835230417159011
475,安装,58,58,3,2,63,0.7839568033265029
476,标准,58,58,6,6,70,0.7843905649371046
477,被,58,58,4,2,64,0.7848243265477063
478,计划,58,58,4,5,67,0.785258088158308
479,勇敢,58,55,2,3,63,0.7856918497689097
480,吃不消,58,55,3,2,63,0.7861256113795115
481,哪,58,55,5,3,66,0.7865593729901132
482,爱,58,55,4,2,64,0.786993134600715
483,认真,58,55,2,3,63,0.7874268962113167
484,起床,58,55,5,4,67,0.7878606578219184
485,追,58,55,6,3,67,0.7882944194325202
486,养,58,53,8,7,73,0.7887281810431219
487,回答,58,53,3,3,64,0.7891619426537236
488,电,58,52,5,4,67,0.7895957042643253
489,生产,58,43,5,3,66,0.7900294658749271
490,挂,57,57,2,4,63,0.7904557488370701
491,毕业,57,57,5,5,67,0.7908820317992132
492,笔记本,57,57,3,6,66,0.7913083147613563
493,蛋糕,57,57,2,3,62,0.7917345977234994
494,质量,57,57,2,4,63,0.7921608806856425
495,癌,57,54,1,2,60,0.7925871636477856
496,阑尾,57,54,2,4,63,0.7930134466099287
497,换,57,51,2,4,63,0.7934397295720718
498,禁止,57,51,2,5,64,0.7938660125342148
499,复印,57,48,2,3,62,0.7942922954963579
500,能力,57,47,2,3,62,0.794718578458501
501,绷带,57,39,2,4,63,0.7951448614206441
502,牛,56,56,4,2,62,0.7955636657343285
503,口,56,53,3,2,61,0.7959824700480129
504,道歉,56,53,4,5,65,0.7964012743616974
505,动物,56,50,1,2,59,0.7968200786753817
506,片子,56,50,4,5,65,0.7972388829890662
507,关节,56,48,3,4,63,0.7976576873027507
508,连,56,47,5,4,65,0.7980764916164351
509,插,56,40,2,2,60,0.7984952959301195
510,中午,55,55,8,7,70,0.7989066215953453
511,怎么样,55,55,7,8,70,0.799317947260571
512,梦想,55,55,3,2,60,0.7997292729257969
513,没,55,55,1,3,59,0.8001405985910226
514,准确,55,52,3,3,61,0.8005519242562484
515,吃饭,55,52,4,5,64,0.8009632499214742
516,风,55,51,6,6,67,0.8013745755867
517,卑,54,54,2,4,60,0.8017784226034671
518,合肥,54,54,2,4,60,0.8021822696202342
519,娃娃,54,54,5,4,63,0.8025861166370014
520,字幕,54,54,3,3,60,0.8029899636537685
521,拍照,54,54,3,3,60,0.8033938106705356
522,机场,54,54,1,2,57,0.8037976576873027
523,短信息,54,54,3,5,62,0.8042015047040699
524,阻拦,54,54,3,3,60,0.804605351720837
525,附近,54,54,2,3,59,0.8050091987376041
526,借口,54,51,6,6,66,0.8054130457543712
527,嫌弃,54,51,3,3,60,0.8058168927711384
528,赋,54,51,5,4,63,0.8062207397879055
529,遗憾,54,51,4,2,60,0.8066245868046726
530,种,54,48,1,2,57,0.8070284338214397
531,脉搏,54,45,3,3,60,0.807432280838207
532,付出,53,53,3,3,59,0.8078286492065154
533,公,53,53,4,6,63,0.8082250175748239
534,兼职,53,53,4,2,59,0.8086213859431324
535,地图,53,53,4,5,62,0.8090177543114409
536,彻底,53,53,2,1,56,0.8094141226797493
537,性,53,53,1,2,56,0.8098104910480578
538,答案,53,53,5,4,62,0.8102068594163663
539,著名,53,53,4,5,62,0.8106032277846748
540,解决,53,53,4,5,62,0.8109995961529832
541,介绍,53,50,7,10,70,0.8113959645212917
542,破坏,53,47,2,1,56,0.8117923328896002
543,打,53,44,2,3,58,0.8121887012579087
544,按照,52,52,2,1,55,0.8125775909777585
545,活动,52,52,2,4,58,0.8129664806976084
546,规定,52,52,1,1,54,0.8133553704174582
547,面包,52,52,4,5,61,0.8137442601373079
548,餐巾,52,52,5,5,62,0.8141331498571578
549,经济,52,49,7,6,65,0.8145220395770076
550,吵架,52,46,2,2,56,0.8149109292968575
551,游戏,52,46,3,3,58,0.8152998190167073
552,树,52,45,4,2,58,0.8156887087365571
553,灯,52,41,7,5,64,0.8160775984564069
554,不用,51,51,5,6,62,0.8164590095277982
555,便宜,51,51,3,3,57,0.8168404205991893
556,定居,51,51,3,3,57,0.8172218316705805
557,成熟,51,51,3,3,57,0.8176032427419717
558,提前,51,51,6,6,63,0.8179846538133628
559,登记,51,51,3,3,57,0.818366064884754
560,碰,51,51,1,2,54,0.8187474759561452
561,反对,51,49,4,3,58,0.8191288870275364
562,力,51,48,2,4,57,0.8195102980989276
563,号码,51,48,1,1,53,0.8198917091703187
564,处罚,51,48,10,8,69,0.82027312024171
565,幸福,51,48,1,2,54,0.8206545313131011
566,恋爱,51,47,3,3,57,0.8210359423844923
567,鱼,51,46,1,2,54,0.8214173534558834
568,句子,51,42,1,2,54,0.8217987645272746
569,骗,51,29,5,3,59,0.8221801755986659
570,伞,50,50,1,2,53,0.8225541080215983
571,借款,50,50,3,3,56,0.8229280404445308
572,八宝粥,50,50,5,3,58,0.8233019728674634
573,坚持,50,50,2,4,56,0.8236759052903959
574,政府,50,50,6,6,62,0.8240498377133284
575,超过,50,50,3,3,56,0.824423770136261
576,难过,50,50,3,4,57,0.8247977025591935
577,预定,50,50,3,3,56,0.825171634982126
